fund_id,price_dt,price,volume,net_value_dt,net_value,est_val_dt,est_val,est_val_increase_rt,est_error_rt,discount_rt,amount_dt,amount,amount_incr,amount_increase_rt,ref_increase_rt,is_est,code,est_val2,iopv
501079,2025-10-22,3.072,14.340,2025-10-22,3.0613,2025-10-22,3.0515,,-0.32,0.35,,3727,0,0.000,-0.40,0,501079,,
501079,2025-10-23,3.062,15.940,2025-10-23,3.0336,2025-10-23,3.0640,,1.00,0.94,,3722,-5,-0.130,0.09,0,501079,,
501079,2025-10-24,3.165,62.620,2025-10-24,3.1684,2025-10-24,3.1299,,-1.22,-0.11,,3722,0,0.000,3.18,0,501079,,
501079,2025-10-27,3.201,64.380,2025-10-27,3.2296,2025-10-27,3.2228,,-0.21,-0.89,,3721,-1,-0.030,1.72,0,501079,,
501079,2025-10-28,3.183,47.780,2025-10-28,3.201,2025-10-28,3.1960,,-0.16,-0.56,,3719,-2,-0.050,-1.04,0,501079,,
501079,2025-10-29,3.212,32.050,2025-10-29,3.2217,2025-10-29,3.2160,,-0.18,-0.3,,3716,-3,-0.080,0.47,0,501079,,
501079,2025-10-30,3.163,130.160,2025-10-30,3.156,2025-10-30,3.1586,,0.08,0.22,,3713,-3,-0.080,-1.96,0,501079,,
501079,2025-10-31,3.063,92.390,2025-10-31,3.0577,2025-10-31,3.0470,,-0.35,0.17,,3712,-1,-0.030,-3.45,0,501079,,
501079,2025-11-03,3.026,54.550,2025-11-03,3.0295,2025-11-03,3.0314,,0.06,-0.12,,3711,-1,-0.030,-0.86,0,501079,,
501079,2025-11-04,3.006,66.790,2025-11-04,2.9989,2025-11-04,3.0043,,0.18,0.24,,3711,0,0.000,-0.83,0,501079,,
501079,2025-11-05,2.97,62.640,2025-11-05,2.9749,2025-11-05,2.9801,,0.17,-0.16,,3707,-4,-0.110,-0.63,0,501079,,
501079,2025-11-06,3.041,76.260,2025-11-06,3.0584,2025-11-06,3.0622,,0.12,-0.57,,3706,-1,-0.030,2.93,0,501079,,
501079,2025-11-07,2.996,23.830,2025-11-07,3.0101,2025-11-07,3.0096,,-0.02,-0.47,,3701,-5,-0.130,-1.60,0,501079,,
501079,2025-11-10,2.969,41.630,2025-11-10,2.9802,2025-11-10,2.9689,,-0.38,-0.38,,3698,-3,-0.080,-1.37,0,501079,,
501079,2025-11-11,2.948,35.070,2025-11-11,2.9185,2025-11-11,2.9163,,-0.08,1.01,,3695,-3,-0.080,-2.14,0,501079,,
501079,2025-11-12,2.92,40.150,2025-11-12,2.9321,2025-11-12,2.9313,,-0.03,-0.41,,3695,0,0.000,0.44,0,501079,,
501079,2025-11-13,2.963,18.010,2025-11-13,2.962,2025-11-13,2.9743,,0.42,0.03,,3692,-3,-0.080,1.44,0,501079,,
501079,2025-11-14,2.91,21.510,2025-11-14,2.8856,2025-11-14,2.8969,,0.39,0.85,,3692,0,0.000,-2.20,0,501079,,
501079,2025-11-17,2.91,3.560,2025-11-17,2.8949,2025-11-17,2.9045,,0.33,0.52,,3692,0,0.000,0.65,0,501079,,
501079,2025-11-18,2.903,19.720,2025-11-18,2.9167,2025-11-18,2.9120,,-0.16,-0.47,,3692,0,0.000,0.59,0,501079,,
501079,2025-11-19,2.912,8.490,2025-11-19,2.899,2025-11-19,2.9055,,0.22,0.45,,3692,0,0.000,-0.38,0,501079,,
501079,2025-11-20,2.886,20.340,2025-11-20,2.8631,2025-11-20,2.8652,,0.07,0.8,,3692,0,0.000,-1.17,0,501079,,
501079,2025-11-21,2.773,44.330,2025-11-21,2.7648,2025-11-21,2.7715,,0.24,0.3,,3666,-26,-0.700,-3.20,0,501079,,
501079,2025-11-24,2.777,29.170,2025-11-24,2.7864,2025-11-24,2.7864,,0.00,-0.34,,3666,0,0.000,0.78,0,501079,,
501079,2025-11-25,2.816,45.240,2025-11-25,2.8093,2025-11-25,2.8084,,-0.03,0.24,,3662,-4,-0.110,0.79,0,501079,,
501079,2025-11-26,2.822,20.540,2025-11-26,2.8474,2025-11-26,2.8467,,-0.02,-0.89,,3652,-10,-0.270,1.33,0,501079,,
501079,2025-11-27,2.831,42.230,2025-11-27,2.8399,2025-11-27,2.8406,,0.02,-0.31,,3651,-1,-0.030,-0.24,0,501079,,
501079,2025-11-28,2.843,26.590,2025-11-28,2.8696,2025-11-28,2.8631,,-0.23,-0.93,,3647,-4,-0.110,0.82,0,501079,,
501079,2025-12-01,2.885,39.890,2025-12-01,2.9099,2025-12-01,2.9004,,-0.33,-0.86,,3641,-6,-0.160,1.07,0,501079,,
501079,2025-12-02,2.843,13.430,2025-12-02,2.8778,2025-12-02,2.8676,,-0.35,-1.21,,3634,-7,-0.190,-1.45,0,501079,,
501079,2025-12-03,2.834,44.120,2025-12-03,2.86,2025-12-03,2.8512,,-0.31,-0.91,,3633,-1,-0.030,-0.93,0,501079,,
501079,2025-12-04,2.882,53.070,2025-12-04,2.899,2025-12-04,2.9049,,0.20,-0.59,,3630,-3,-0.080,1.57,0,501079,,
501079,2025-12-05,2.882,16.780,2025-12-05,2.9003,2025-12-05,2.8965,,-0.13,-0.63,,3623,-7,-0.190,-0.08,0,501079,,
501079,2025-12-08,2.95,67.600,2025-12-08,2.9664,2025-12-08,2.9678,,0.05,-0.55,,3620,-3,-0.080,2.33,0,501079,,
501079,2025-12-09,2.933,24.670,2025-12-09,2.9683,2025-12-09,2.9534,,-0.50,-1.19,,3602,-18,-0.500,-0.44,0,501079,,
501079,2025-12-10,2.937,17.590,2025-12-10,2.9723,2025-12-10,2.9639,,-0.28,-1.19,,3602,0,0.000,-0.15,0,501079,,
501079,2025-12-11,2.928,14.780,2025-12-11,2.9454,2025-12-11,2.9332,,-0.41,-0.59,,3597,-5,-0.140,-1.31,0,501079,,
501079,2025-12-12,2.948,30.010,2025-12-12,2.9803,2025-12-12,2.9627,,-0.59,-1.08,,3596,-1,-0.030,0.59,0,501079,,
501079,2025-12-15,2.913,14.400,2025-12-15,2.9087,2025-12-15,2.9100,,0.04,0.15,,3594,-2,-0.060,-2.36,0,501079,,
501079,2025-12-16,2.85,13.550,2025-12-16,2.8523,2025-12-16,2.8582,,0.21,-0.08,,3594,0,0.000,-1.74,0,501079,,
501079,2025-12-17,2.901,19.060,2025-12-17,2.9063,2025-12-17,2.9095,,0.11,-0.18,,3591,-3,-0.080,2.00,0,501079,,
501079,2025-12-18,2.889,5.140,2025-12-18,2.8696,2025-12-18,2.8777,,0.28,0.68,,3589,-2,-0.060,-0.98,0,501079,,
501079,2025-12-19,2.884,19.830,2025-12-19,2.8695,2025-12-19,2.8700,,0.02,0.51,,3586,-3,-0.080,0.01,0,501079,,
501079,2025-12-22,2.948,42.040,2025-12-22,2.9376,2025-12-22,2.9224,,-0.52,0.35,,3583,-3,-0.080,1.84,0,501079,,
501079,2025-12-23,2.93,23.870,2025-12-23,2.9466,2025-12-23,2.9394,,-0.24,-0.56,,3583,0,0.000,0.06,0,501079,,
501079,2025-12-24,2.977,33.170,2025-12-24,2.9984,2025-12-24,2.9912,,-0.24,-0.71,,3580,-3,-0.080,1.52,0,501079,,
501079,2025-12-25,2.98,12.890,2025-12-25,2.9939,2025-12-25,2.9976,,0.12,-0.46,,3576,-4,-0.110,-0.03,0,501079,,
501079,2025-12-26,2.964,38.120,2025-12-26,2.9682,2025-12-26,2.9735,,0.18,-0.14,,3569,-7,-0.200,-0.68,0,501079,,
501079,2025-12-29,2.987,30.740,2025-12-29,2.9748,2025-12-29,2.9812,,0.22,0.41,,3568,-1,-0.030,0.44,0,501079,,
501079,2025-12-30,2.99,47.560,2025-12-30,2.9898,2025-12-30,3.0052,,0.52,0.01,,3566,-2,-0.060,1.02,0,501079,,
501079,2025-12-31,2.95,23.560,2025-12-31,2.9428,2025-12-31,2.9441,,0.04,0.24,,3561,-5,-0.140,-1.53,0,501079,,
501079,2026-01-05,3.036,113.440,2026-01-05,3.0731,2026-01-05,3.0771,,0.13,-1.21,2026-01-05,3560,-1,-0.030,4.56,0,501079,,
501079,2026-01-06,3.092,187.350,2026-01-06,3.1251,2026-01-06,3.1288,,0.12,-1.06,2026-01-06,3560,-1,-0.030,1.81,0,501079,,
501079,2026-01-07,3.131,154.770,2026-01-07,3.1491,2026-01-07,3.1554,,0.20,-0.57,2026-01-07,3545,-15,-0.420,0.97,0,501079,,
501079,2026-01-08,3.139,63.300,2026-01-08,3.139,-,-,-,-,0.0,,3498,-39,-1.100,0.68,0,501079,,
