fund_id,price_dt,price,volume,net_value_dt,net_value,est_val_dt,est_val,est_val_increase_rt,est_error_rt,discount_rt,amount_dt,amount,amount_incr,amount_increase_rt,ref_increase_rt,is_est,code,est_val2,iopv
161032,2025-10-22,2.095,1736.520,2025-10-22,2.09,2025-10-22,2.0874,-1.59,-0.12,0.24,,2278,774,51.460,-1.67,0,161032,,
161032,2025-10-23,2.114,1779.860,2025-10-23,2.134,2025-10-23,2.1357,2.19,0.08,-0.94,,2756,478,20.980,2.30,0,161032,,
161032,2025-10-24,2.081,1460.250,2025-10-24,2.1,2025-10-24,2.0983,-1.67,-0.08,-0.9,,2777,21,0.760,-1.76,0,161032,,
161032,2025-10-27,2.097,995.130,2025-10-27,2.113,2025-10-27,2.1138,0.66,0.04,-0.76,,2783,6,0.220,0.69,0,161032,,
161032,2025-10-28,2.081,763.790,2025-10-28,2.091,2025-10-28,2.0915,-1.02,0.02,-0.48,,2780,-3,-0.110,-1.07,0,161032,,
161032,2025-10-29,2.103,723.770,2025-10-29,2.121,2025-10-29,2.1204,1.41,-0.03,-0.85,,2780,0,0.000,1.48,0,161032,,
161032,2025-10-30,2.093,527.050,2025-10-30,2.108,2025-10-30,2.1075,-0.64,-0.02,-0.71,,2779,-1,-0.040,-0.67,0,161032,,
161032,2025-10-31,2.08,351.080,2025-10-31,2.089,2025-10-31,2.0900,-0.86,0.05,-0.43,,2769,-10,-0.360,-0.90,0,161032,,
161032,2025-11-03,2.127,957.090,2025-11-03,2.14,2025-11-03,2.1400,2.44,0.00,-0.61,,2575,-194,-7.010,2.57,0,161032,,
161032,2025-11-04,2.122,629.000,2025-11-04,2.137,2025-11-04,2.1372,-0.13,0.01,-0.7,,2473,-102,-3.960,-0.14,0,161032,,
161032,2025-11-05,2.158,760.330,2025-11-05,2.172,2025-11-05,2.1721,1.64,0.00,-0.64,,2397,-76,-3.070,1.73,0,161032,,
161032,2025-11-06,2.17,777.310,2025-11-06,2.188,2025-11-06,2.1883,0.75,0.01,-0.82,,2364,-33,-1.380,0.79,0,161032,,
161032,2025-11-07,2.17,511.100,2025-11-07,2.185,2025-11-07,2.1849,-0.14,0.00,-0.69,,2313,-51,-2.160,-0.15,0,161032,,
161032,2025-11-10,2.182,466.880,2025-11-10,2.201,2025-11-10,2.1972,0.56,-0.17,-0.86,,2269,-44,-1.900,0.59,0,161032,,
161032,2025-11-11,2.154,358.390,2025-11-11,2.171,2025-11-11,2.1715,-1.34,0.02,-0.78,,2176,-93,-4.100,-1.41,0,161032,,
161032,2025-11-12,2.133,246.270,2025-11-12,2.148,2025-11-12,2.1473,-1.09,-0.03,-0.7,,2101,-75,-3.450,-1.15,0,161032,,
161032,2025-11-13,2.154,339.000,2025-11-13,2.17,2025-11-13,2.1707,1.05,0.03,-0.74,,2009,-92,-4.380,1.11,0,161032,,
161032,2025-11-14,2.133,214.830,2025-11-14,2.145,2025-11-14,2.1444,-1.18,-0.03,-0.56,,1958,-51,-2.540,-1.24,0,161032,,
161032,2025-11-17,2.166,311.610,2025-11-17,2.181,2025-11-17,2.1819,1.72,0.04,-0.69,,1956,-2,-0.100,1.81,0,161032,,
161032,2025-11-18,2.123,1390.260,2025-11-18,2.107,2025-11-18,2.1068,-3.40,-0.01,0.76,,1923,-33,-1.690,-3.58,0,161032,,
161032,2025-11-19,2.099,185.490,2025-11-19,2.109,2025-11-19,2.1088,0.09,-0.01,-0.47,,1841,-82,-4.260,0.09,0,161032,,
161032,2025-11-20,2.051,205.690,2025-11-20,2.062,2025-11-20,2.0613,-2.26,-0.03,-0.53,,2200,359,19.500,-2.38,0,161032,,
161032,2025-11-21,1.996,266.580,2025-11-21,2.009,2025-11-21,2.0087,-2.58,-0.01,-0.65,,2192,-8,-0.360,-2.72,0,161032,,
161032,2025-11-24,1.977,223.400,2025-11-24,1.99,2025-11-24,1.9893,-0.98,-0.04,-0.65,,2192,0,0.000,-1.03,0,161032,,
161032,2025-11-25,1.991,173.340,2025-11-25,2.001,2025-11-25,2.0019,0.60,0.04,-0.5,,2190,-2,-0.090,0.63,0,161032,,
161032,2025-11-26,1.978,146.760,2025-11-26,1.988,2025-11-26,1.9873,-0.68,-0.04,-0.5,,2189,-1,-0.050,-0.72,0,161032,,
161032,2025-11-27,1.985,120.780,2025-11-27,2.0,2025-11-27,2.0005,0.63,0.03,-0.75,,2179,-10,-0.460,0.66,0,161032,,
161032,2025-11-28,1.986,71.870,2025-11-28,2.0,2025-11-28,1.9994,-0.03,-0.03,-0.7,,2179,0,0.000,-0.03,0,161032,,
161032,2025-12-01,2.004,172.260,2025-12-01,2.017,2025-12-01,2.0184,0.92,0.07,-0.64,,2329,150,6.880,0.97,0,161032,,
161032,2025-12-02,2.006,115.450,2025-12-02,2.018,2025-12-02,2.0181,0.06,0.00,-0.59,,2329,0,0.000,0.06,0,161032,,
161032,2025-12-03,2.015,202.300,2025-12-03,2.027,2025-12-03,2.0266,0.43,-0.02,-0.59,,2320,-9,-0.390,0.45,0,161032,,
161032,2025-12-04,2.001,175.090,2025-12-04,2.011,2025-12-04,2.0110,-0.79,0.00,-0.5,,2318,-2,-0.090,-0.83,0,161032,,
161032,2025-12-05,1.994,112.050,2025-12-05,2.003,2025-12-05,2.0041,-0.34,0.05,-0.45,,2309,-9,-0.390,-0.36,0,161032,,
161032,2025-12-08,1.966,156.170,2025-12-08,1.972,2025-12-08,1.9727,-1.51,0.04,-0.3,,2308,-1,-0.040,-1.59,0,161032,,
161032,2025-12-09,1.94,123.920,2025-12-09,1.945,2025-12-09,1.9452,-1.36,0.01,-0.26,,2308,0,0.000,-1.43,0,161032,,
161032,2025-12-10,1.945,76.400,2025-12-10,1.95,2025-12-10,1.9494,0.23,-0.03,-0.26,,2308,0,0.000,0.24,0,161032,,
161032,2025-12-11,1.937,114.040,2025-12-11,1.934,2025-12-11,1.9343,-0.81,0.02,0.16,,2310,2,0.090,-0.85,0,161032,,
161032,2025-12-12,1.926,79.790,2025-12-12,1.929,2025-12-12,1.9287,-0.28,-0.02,-0.16,,2310,0,0.000,-0.29,0,161032,,
161032,2025-12-15,1.936,76.610,2025-12-15,1.938,2025-12-15,1.9387,0.50,0.04,-0.1,,2311,1,0.040,0.53,0,161032,,
161032,2025-12-16,1.906,76.340,2025-12-16,1.909,2025-12-16,1.9082,-1.54,-0.04,-0.16,,2312,1,0.040,-1.62,0,161032,,
161032,2025-12-17,1.912,108.610,2025-12-17,1.907,2025-12-17,1.9072,-0.10,0.01,0.26,,2312,0,0.000,-0.10,0,161032,,
161032,2025-12-18,1.932,83.500,2025-12-18,1.94,2025-12-18,1.9407,1.77,0.04,-0.41,,2311,-1,-0.040,1.86,0,161032,,
161032,2025-12-19,1.928,110.870,2025-12-19,1.934,2025-12-19,1.9334,-0.34,-0.03,-0.31,,2312,1,0.040,-0.36,0,161032,,
161032,2025-12-22,1.923,58.640,2025-12-22,1.931,2025-12-22,1.9316,-0.12,0.03,-0.41,,2311,-1,-0.040,-0.13,0,161032,,
161032,2025-12-23,1.912,125.810,2025-12-23,1.922,2025-12-23,1.9213,-0.50,-0.04,-0.52,,2311,0,0.000,-0.53,0,161032,,
161032,2025-12-24,1.905,129.880,2025-12-24,1.915,2025-12-24,1.9152,-0.35,0.01,-0.52,,2311,0,0.000,-0.37,0,161032,,
161032,2025-12-25,1.901,47.420,2025-12-25,1.911,2025-12-25,1.9106,-0.23,-0.02,-0.52,,2311,0,0.000,-0.24,0,161032,,
161032,2025-12-26,1.907,103.510,2025-12-26,1.917,2025-12-26,1.9170,0.31,0.00,-0.52,,2312,1,0.040,0.33,0,161032,,
161032,2025-12-29,1.907,0.000,2025-12-29,1.922,2025-12-29,1.9221,0.27,0.01,-0.78,,2312,0,0.000,0.28,0,161032,,
161032,2025-12-30,1.9,54.840,2025-12-30,1.91,2025-12-30,1.9101,-0.62,0.01,-0.52,,2312,0,0.000,-0.65,0,161032,,
161032,2025-12-31,1.883,99.630,2026-12-31,1.897,2025-12-31,1.8973,-0.67,0.02,-0.75,,2162,-150,-6.490,-0.70,0,161032,,
161032,2026-01-05,1.895,97.730,2026-01-05,1.907,2026-01-05,1.9073,0.54,0.02,-0.63,2026-01-05,2162,0,0.000,0.57,0,161032,,
161032,2026-01-06,1.936,253.810,2026-01-06,1.94,2026-01-06,1.9394,1.70,-0.03,-0.21,2026-01-06,2162,0,0.000,1.79,0,161032,,
161032,2026-01-07,2.077,1140.490,2026-01-07,2.008,2026-01-07,2.0087,3.54,0.03,3.44,2026-01-07,2162,0,0.000,3.73,0,161032,,
161032,2026-01-08,2.035,973.370,2026-01-08,2.009,2026-01-08,2.0095,0.08,0.02,1.29,2026-01-08,2163,1,0.050,0.08,0,161032,,
