fund_id,price_dt,price,volume,net_value_dt,net_value,est_val_dt,est_val,est_val_increase_rt,est_error_rt,discount_rt,amount_dt,amount,amount_incr,amount_increase_rt,ref_increase_rt,is_est,code,est_val2,iopv
167002,2025-10-22,3.766,1.740,2025-10-22,3.793,2025-10-22,3.7805,,-0.33,-0.71,,140,-1,-0.710,-1.06,0,167002,,
167002,2025-10-23,3.739,3.690,2025-10-23,3.8106,2025-10-23,3.7503,,-1.58,-1.88,,140,0,0.000,-1.13,0,167002,,
167002,2025-10-24,3.968,32.510,2025-10-24,3.9777,2025-10-24,3.9408,,-0.93,-0.24,,139,-1,-0.710,3.42,0,167002,,
167002,2025-10-27,4.032,43.350,2025-10-27,4.1099,2025-10-27,4.0764,,-0.82,-1.9,,139,0,0.000,2.48,0,167002,,
167002,2025-10-28,4.057,23.300,2025-10-28,4.1428,2025-10-28,4.1032,,-0.96,-2.07,,139,0,0.000,-0.16,0,167002,,
167002,2025-10-29,4.251,45.150,2025-10-29,4.2717,2025-10-29,4.2543,,-0.41,-0.48,,139,0,0.000,2.69,0,167002,,
167002,2025-10-30,4.301,73.500,2025-10-30,4.2288,2025-10-30,4.2176,,-0.26,1.71,,138,-1,-0.720,-1.27,0,167002,,
167002,2025-10-31,4.658,53.100,2025-10-31,4.0881,2025-10-31,4.1061,,0.44,13.94,,139,1,0.720,-2.90,0,167002,,
167002,2025-11-03,4.224,63.060,2025-11-03,4.0835,2025-11-03,4.0911,,0.19,3.44,,151,12,8.630,0.07,0,167002,,
167002,2025-11-04,4.069,82.910,2025-11-04,4.0553,2025-11-04,4.0601,,0.12,0.34,,209,58,38.410,-0.57,0,167002,,
167002,2025-11-05,4.109,87.710,2025-11-05,4.1544,2025-11-05,4.1274,,-0.65,-1.09,,221,12,5.740,1.78,0,167002,,
167002,2025-11-06,4.225,135.900,2025-11-06,4.2637,2025-11-06,4.2372,,-0.62,-0.91,,222,1,0.450,1.99,0,167002,,
167002,2025-11-07,4.198,79.100,2025-11-07,4.2309,2025-11-07,4.1975,,-0.79,-0.78,,222,0,0.000,-1.55,0,167002,,
167002,2025-11-10,4.161,107.400,2025-11-10,4.1938,2025-11-10,4.2190,,0.60,-0.78,,222,0,0.000,-0.28,0,167002,,
167002,2025-11-11,4.098,31.990,2025-11-11,4.1211,2025-11-11,4.1137,,-0.18,-0.56,,222,0,0.000,-1.91,0,167002,,
167002,2025-11-12,4.039,58.580,2025-11-12,4.0407,2025-11-12,4.0696,,0.72,-0.04,,222,0,0.000,-1.25,0,167002,,
167002,2025-11-13,4.038,127.760,2025-11-13,4.0881,2025-11-13,4.0704,,-0.43,-1.23,,222,0,0.000,0.73,0,167002,,
167002,2025-11-14,3.998,56.000,2025-11-14,3.9838,2025-11-14,3.9998,,0.40,0.36,,222,0,0.000,-2.16,0,167002,,
167002,2025-11-17,3.952,41.320,2025-11-17,3.9713,2025-11-17,3.9710,,-0.01,-0.49,,222,0,0.000,-0.32,0,167002,,
167002,2025-11-18,3.913,28.070,2025-11-18,3.9205,2025-11-18,3.9432,,0.58,-0.19,,222,0,0.000,-0.71,0,167002,,
167002,2025-11-19,3.867,69.900,2025-11-19,3.9015,2025-11-19,3.9063,,0.12,-0.88,,221,-1,-0.450,-0.36,0,167002,,
167002,2025-11-20,3.879,22.060,2025-11-20,3.8878,2025-11-20,3.8973,,0.24,-0.23,,221,0,0.000,-0.11,0,167002,,
167002,2025-11-21,3.715,39.730,2025-11-21,3.7442,2025-11-21,3.7553,,0.30,-0.78,,220,-1,-0.450,-3.41,0,167002,,
167002,2025-11-24,3.72,7.640,2025-11-24,3.7791,2025-11-24,3.7514,,-0.73,-1.56,,211,-9,-4.090,0.19,0,167002,,
167002,2025-11-25,3.853,46.450,2025-11-25,3.8689,2025-11-25,3.8747,,0.15,-0.41,,211,0,0.000,2.53,0,167002,,
167002,2025-11-26,3.893,16.320,2025-11-26,3.9177,2025-11-26,3.9373,,0.50,-0.63,,206,-5,-2.370,1.77,0,167002,,
167002,2025-11-27,3.889,27.840,2025-11-27,3.8946,2025-11-27,3.8969,,0.06,-0.14,,199,-7,-3.400,-0.53,0,167002,,
167002,2025-11-28,3.881,10.230,2025-11-28,3.9688,2025-11-28,3.9260,,-1.08,-2.21,,195,-4,-2.010,0.81,0,167002,,
167002,2025-12-01,3.959,36.500,2025-12-01,3.9749,2025-12-01,3.9883,,0.34,-0.4,,194,-1,-0.510,0.49,0,167002,,
167002,2025-12-02,3.923,22.430,2025-12-02,3.9398,2025-12-02,3.9544,,0.37,-0.43,,194,0,0.000,-0.52,0,167002,,
167002,2025-12-03,3.893,16.560,2025-12-03,3.9255,2025-12-03,3.9330,,0.19,-0.83,,191,-3,-1.550,-0.17,0,167002,,
167002,2025-12-04,3.925,8.840,2025-12-04,3.958,2025-12-04,3.9562,,-0.05,-0.83,,190,-1,-0.520,0.78,0,167002,,
167002,2025-12-05,3.96,4.360,2025-12-05,4.0329,2025-12-05,3.9917,,-1.02,-1.81,,187,-3,-1.580,0.85,0,167002,,
167002,2025-12-08,4.065,26.010,2025-12-08,4.099,2025-12-08,4.0993,,0.01,-0.83,,187,0,0.000,1.65,0,167002,,
167002,2025-12-09,4.087,11.630,2025-12-09,4.1307,2025-12-09,4.1263,,-0.11,-1.06,,187,0,0.000,0.67,0,167002,,
167002,2025-12-10,4.053,12.090,2025-12-10,4.143,2025-12-10,4.1089,,-0.82,-2.17,,187,0,0.000,-0.53,0,167002,,
167002,2025-12-11,4.072,8.460,2025-12-11,4.0692,2025-12-11,4.0793,,0.25,0.07,,187,0,0.000,-1.54,0,167002,,
167002,2025-12-12,4.154,22.680,2025-12-12,4.2161,2025-12-12,4.1784,,-0.89,-1.47,,175,-12,-6.420,2.68,0,167002,,
167002,2025-12-15,4.111,23.390,2025-12-15,4.1747,2025-12-15,4.1433,,-0.75,-1.53,,175,0,0.000,-1.73,0,167002,,
167002,2025-12-16,4.11,14.250,2025-12-16,4.0717,2025-12-16,4.1199,,1.18,0.94,,170,-5,-2.860,-1.31,0,167002,,
167002,2025-12-17,4.155,22.130,2025-12-17,4.2237,2025-12-17,4.2139,,-0.23,-1.63,,170,0,0.000,3.49,0,167002,,
167002,2025-12-18,4.102,14.470,2025-12-18,4.0925,2025-12-18,4.1190,,0.65,0.23,,170,0,0.000,-2.48,0,167002,,
167002,2025-12-19,4.095,2.140,2025-12-19,4.1011,2025-12-19,4.0784,,-0.55,-0.15,,168,-2,-1.180,-0.35,0,167002,,
167002,2025-12-22,4.184,22.930,2025-12-22,4.2437,2025-12-22,4.2163,,-0.65,-1.41,,167,-1,-0.600,2.81,0,167002,,
167002,2025-12-23,4.232,9.090,2025-12-23,4.2533,2025-12-23,4.2449,,-0.20,-0.5,,167,0,0.000,0.03,0,167002,,
167002,2025-12-24,4.338,25.470,2025-12-24,4.3329,2025-12-24,4.3294,,-0.08,0.12,,167,0,0.000,1.79,0,167002,,
167002,2025-12-25,4.324,21.460,2025-12-25,4.3529,2025-12-25,4.3290,,-0.55,-0.66,,167,0,0.000,-0.09,0,167002,,
167002,2025-12-26,4.38,49.540,2025-12-26,4.3662,2025-12-26,4.3957,,0.68,0.32,,166,-1,-0.600,0.98,0,167002,,
167002,2025-12-29,4.439,81.550,2025-12-29,4.3726,2025-12-29,4.3952,,0.52,1.52,,166,0,0.000,0.66,0,167002,,
167002,2025-12-30,4.439,11.070,2025-12-30,4.319,2025-12-30,4.3754,,1.31,2.78,,157,-9,-5.420,0.06,0,167002,,
167002,2025-12-31,4.367,51.290,2026-12-31,4.2861,2025-12-31,4.2668,,-0.45,2.35,,159,2,1.270,-1.21,0,167002,,
167002,2026-01-05,4.381,35.490,2026-01-05,4.3868,2026-01-05,4.4398,,1.21,-0.13,2026-01-05,161,2,1.260,3.59,0,167002,,
167002,2026-01-06,4.368,44.180,2026-01-06,4.3814,2026-01-06,4.3802,,-0.03,-0.31,2026-01-06,164,3,1.860,-0.15,0,167002,,
167002,2026-01-07,4.394,12.790,2026-01-07,4.4905,2026-01-07,4.4128,,-1.73,-2.15,2026-01-07,165,1,0.610,0.72,0,167002,,
167002,2026-01-08,4.524,33.180,2026-01-08,4.4671,2026-01-08,4.4873,,0.45,1.27,2026-01-08,165,0,0.000,-0.07,0,167002,,
167002,2026-01-09,4.469,13.710,2026-01-09,4.518,2026-01-09,4.4859,,-0.71,-1.08,2026-01-09,165,0,0.000,0.42,0,167002,,
167002,2026-01-12,4.536,13.050,2026-01-12,4.5397,2026-01-12,4.5568,,0.38,-0.08,2026-01-12,166,1,0.610,0.86,0,167002,,
