fund_id,price_dt,price,volume,net_value_dt,net_value,est_val_dt,est_val,est_val_increase_rt,est_error_rt,discount_rt,amount_dt,amount,amount_incr,amount_increase_rt,ref_increase_rt,is_est,code,est_val2,iopv
161232,2025-10-22,1.26,0.000,2025-10-22,1.2666,2025-10-22,1.2703,,0.29,-0.52,,1107,0,0.000,-0.07,0,161232,,
161232,2025-10-23,1.26,0.000,2025-10-23,1.266,2025-10-23,1.2683,,0.18,-0.47,,1107,0,0.000,0.13,0,161232,,
161232,2025-10-24,1.26,0.060,2025-10-24,1.2731,2025-10-24,1.2664,,-0.53,-1.03,,1107,0,0.000,0.03,0,161232,,
161232,2025-10-27,1.266,0.190,2025-10-27,1.28,2025-10-27,1.2809,,0.07,-1.09,,1107,0,0.000,0.61,0,161232,,
161232,2025-10-28,1.27,0.090,2025-10-28,1.2763,2025-10-28,1.2773,,0.08,-0.49,,1101,-6,-0.540,-0.21,0,161232,,
161232,2025-10-29,1.27,0.000,2025-10-29,1.2848,2025-10-29,1.2851,,0.02,-1.15,,1101,0,0.000,0.69,0,161232,,
161232,2025-10-30,1.269,13.720,2025-10-30,1.2847,2025-10-30,1.2797,,-0.39,-1.22,,1101,0,0.000,-0.40,0,161232,,
161232,2025-10-31,1.274,2.910,2025-10-31,1.2855,2025-10-31,1.2777,,-0.61,-0.89,,1098,-3,-0.270,-0.55,0,161232,,
161232,2025-11-03,1.275,1.670,2025-11-03,1.2829,2025-11-03,1.2883,,0.42,-0.62,,1098,0,0.000,0.21,0,161232,,
161232,2025-11-04,1.267,0.060,2025-11-04,1.2695,2025-11-04,1.2743,,0.38,-0.2,,1098,0,0.000,-0.67,0,161232,,
161232,2025-11-05,1.261,12.860,2025-11-05,1.2739,2025-11-05,1.2752,,0.10,-1.01,,1098,0,0.000,0.45,0,161232,,
161232,2025-11-06,1.272,0.140,2025-11-06,1.282,2025-11-06,1.2877,,0.44,-0.78,,1098,0,0.000,1.09,0,161232,,
161232,2025-11-07,1.276,0.290,2025-11-07,1.2803,2025-11-07,1.2825,,0.17,-0.34,,1098,0,0.000,0.04,0,161232,,
161232,2025-11-10,1.279,5.790,2025-11-10,1.2821,2025-11-10,1.2865,,0.34,-0.24,,1098,0,0.000,0.49,0,161232,,
161232,2025-11-11,1.279,0.000,2025-11-11,1.2776,2025-11-11,1.2760,,-0.13,0.11,,1098,0,0.000,-0.47,0,161232,,
161232,2025-11-12,1.268,0.050,2025-11-12,1.2769,2025-11-12,1.2787,,0.14,-0.7,,1098,0,0.000,0.09,0,161232,,
161232,2025-11-13,1.272,0.850,2025-11-13,1.285,2025-11-13,1.2860,,0.08,-1.01,,1098,0,0.000,0.71,0,161232,,
161232,2025-11-14,1.272,0.000,2025-11-14,1.273,2025-11-14,1.2744,,0.11,-0.08,,1093,-5,-0.460,-0.82,0,161232,,
161232,2025-11-17,1.274,0.760,2025-11-17,1.2634,2025-11-17,1.2703,,0.55,0.84,,1093,0,0.000,-0.21,0,161232,,
161232,2025-11-18,1.246,0.330,2025-11-18,1.2554,2025-11-18,1.2532,,-0.18,-0.75,,1093,0,0.000,-0.81,0,161232,,
161232,2025-11-19,1.251,0.160,2025-11-19,1.2583,2025-11-19,1.2595,,0.10,-0.58,,1088,-5,-0.460,0.32,0,161232,,
161232,2025-11-20,1.247,0.070,2025-11-20,1.2552,2025-11-20,1.2512,,-0.32,-0.65,,1088,0,0.000,-0.56,0,161232,,
161232,2025-11-21,1.235,0.040,2025-11-21,1.2337,2025-11-21,1.2363,,0.21,0.11,,1088,0,0.000,-1.50,0,161232,,
161232,2025-11-24,1.23,0.110,2025-11-24,1.2379,2025-11-24,1.2321,,-0.47,-0.64,,1088,0,0.000,-0.13,0,161232,,
161232,2025-11-25,1.235,0.490,2025-11-25,1.2464,2025-11-25,1.2419,,-0.36,-0.91,,1088,0,0.000,0.32,0,161232,,
161232,2025-11-26,1.238,0.020,2025-11-26,1.2476,2025-11-26,1.2487,,0.09,-0.77,,1088,0,0.000,0.18,0,161232,,
161232,2025-11-27,1.241,0.040,2025-11-27,1.2546,2025-11-27,1.2486,,-0.48,-1.08,,1088,0,0.000,0.08,0,161232,,
161232,2025-11-28,1.252,0.220,2025-11-28,1.2663,2025-11-28,1.2579,,-0.66,-1.13,,1088,0,0.000,0.27,0,161232,,
161232,2025-12-01,1.263,1.470,2025-12-01,1.2784,2025-12-01,1.2717,,-0.52,-1.2,,1088,0,0.000,0.43,0,161232,,
161232,2025-12-02,1.258,3.760,2025-12-02,1.2638,2025-12-02,1.2745,,0.85,-0.46,,1088,0,0.000,-0.31,0,161232,,
161232,2025-12-03,1.251,0.240,2025-12-03,1.2604,2025-12-03,1.2597,,-0.06,-0.75,,1088,0,0.000,-0.32,0,161232,,
161232,2025-12-04,1.247,0.250,2025-12-04,1.261,2025-12-04,1.2626,,0.13,-1.11,,1088,0,0.000,0.17,0,161232,,
161232,2025-12-05,1.246,0.590,2025-12-05,1.2753,2025-12-05,1.2684,,-0.54,-2.3,,1088,0,0.000,0.58,0,161232,,
161232,2025-12-08,1.263,0.840,2025-12-08,1.2768,2025-12-08,1.2770,,0.02,-1.08,,1088,0,0.000,0.14,0,161232,,
