fund_id,price_dt,price,volume,net_value_dt,net_value,est_val_dt,est_val,est_val_increase_rt,est_error_rt,discount_rt,amount_dt,amount,amount_incr,amount_increase_rt,ref_increase_rt,is_est,code,est_val2,iopv
160916,2025-10-22,4.307,12.320,2025-10-22,4.312,2025-10-22,4.3418,,0.69,-0.12,,7589,0,0.000,-0.30,0,160916,,
160916,2025-10-23,4.262,19.190,2025-10-23,4.329,2025-10-23,4.3241,,-0.11,-1.55,,7586,-3,-0.040,0.28,0,160916,,
160916,2025-10-24,4.323,24.200,2025-10-24,4.351,2025-10-24,4.3632,,0.28,-0.64,,7581,-5,-0.070,0.79,0,160916,,
160916,2025-10-27,4.345,18.610,2025-10-27,4.382,2025-10-27,4.3873,,0.12,-0.84,,7579,-2,-0.030,0.83,0,160916,,
160916,2025-10-28,4.329,12.760,2025-10-28,4.345,2025-10-28,4.3444,,-0.01,-0.37,,7578,-1,-0.010,-0.86,0,160916,,
160916,2025-10-29,4.368,32.430,2025-10-29,4.402,2025-10-29,4.4056,,0.08,-0.77,,7575,-3,-0.040,1.40,0,160916,,
160916,2025-10-30,4.337,16.380,2025-10-30,4.363,2025-10-30,4.3625,,-0.01,-0.6,,7572,-3,-0.040,-0.90,0,160916,,
160916,2025-10-31,4.391,13.130,2025-10-31,4.425,2025-10-31,4.4043,,-0.47,-0.77,,7564,-8,-0.110,0.95,0,160916,,
160916,2025-11-03,4.368,6.560,2025-11-03,4.406,2025-11-03,4.4043,,-0.04,-0.86,,7564,0,0.000,-0.47,0,160916,,
160916,2025-11-04,4.331,5.480,2025-11-04,4.365,2025-11-04,4.3658,,0.02,-0.78,,7563,-1,-0.010,-0.91,0,160916,,
160916,2025-11-05,4.382,48.230,2025-11-05,4.421,2025-11-05,4.4183,,-0.06,-0.88,,7563,0,0.000,1.22,0,160916,,
160916,2025-11-06,4.438,38.290,2025-11-06,4.466,2025-11-06,4.4717,,0.13,-0.63,,7563,0,0.000,1.15,0,160916,,
160916,2025-11-07,4.413,22.900,2025-11-07,4.435,2025-11-07,4.4328,,-0.05,-0.5,,7559,-4,-0.050,-0.74,0,160916,,
160916,2025-11-10,4.416,9.310,2025-11-10,4.454,2025-11-10,4.4443,,-0.22,-0.85,,7554,-5,-0.070,0.21,0,160916,,
